hoco_tf	gc	len	cpg_percentage_mean	cpg_percentage_median	cpg_percentage_stdev	promoter_percentage_mean	promoter_percentage_median	promoter_percentage_stdev	n_chip_samples
MYC	0.6307272727272726	11	0.4519401900064238	0.43572811045057	0.1979013938298552	0.5813475070603582	0.5920514437019291	0.17998304231987505	146
MYCN	0.6691716766867066	12	0.5832186714511081	0.6617315738654651	0.2137173350813382	0.6790716086360479	0.7295304617772603	0.14729237543197052	11
MYNN	0.34490517518482805	17	0.20223874309867854	0.2002055373606635	0.1307250242048557	0.3512829012234226	0.3885720191636239	0.18865914778544746	6
MYOD1	0.6098181818181817	11	0.08561992005791348	0.1083000161615338	0.05767841328362685	0.20017980474429345	0.2548698633248124	0.1346494522242976	4
MYOG	0.6204615384615385	13	0.02871980869707742	0.02871980869707742	0.00020781926345201168	0.13721900693263833	0.13721900693263833	0.0333771031876066	2
MZF1	0.5359999999999998	13	0.2936695712389636	0.2936695712389636	0.17668488444444289	0.4637381719954658	0.4637381719954658	0.22703683364843866	2
NANOG	0.4743636363636362	11	0.08851420971240685	0.03551340028618695	0.1191589804727085	0.1946337790932726	0.11457051967784054	0.1705185487836412	18
NDF1	0.5568000000000001	10	0.19676592051514308	0.17760130728323034	0.11690352729614645	0.4638282954678311	0.4626860132853378	0.1440556150413313	9
NGN2	0.5683656957928802	12	0.10862623620186372	0.0824345564351778	0.0458951186632623	0.2409309004199074	0.20981819131477086	0.07020421018634619	12
NFAT5	0.4792727272727272	11	0.4506151993198564	0.4506151993198564	0.2531066212867557	0.6056585777435389	0.6056585777435389	0.21874798785994007	2
NFAC1	0.344	10	0.5256822265176097	0.7325612894487336	0.3697479426375666	0.6316249962386246	0.8220364741641337	0.3465407142921939	3
NFAC3	0.3764309764309763	9	0.19159472329086247	0.19159472329086247	0.033732936017055085	0.3869435775614452	0.3869435775614452	0.058980458726992875	2
NFE2	0.5232307692307692	13	0.2391971530625676	0.2875261188590311	0.15627092637003018	0.37640350005163736	0.4236944927701566	0.18951571808466566	9
NF2L1	0.3933025947830508	7	0.015846148308710856	0.014026769138698459	0.0042593877570232105	0.10379058595997834	0.1058245785269189	0.01438968571064624	4
NF2L2	0.43757142857142856	14	0.20056072562677504	0.15463917525773194	0.1963901624654638	0.3033764347859904	0.2222222222222222	0.2430123328616024	9
NFIA	0.5603310399006972	7	0.12247182520153126	0.12247182520153126	0.028386143340203927	0.2591015591759777	0.2591015591759777	0.00956328923613746	2
NFIC	0.5717777777777776	9	0.186686927364126	0.18201261897123305	0.05840375823880228	0.3280797055136539	0.33165816581658164	0.06299612305883069	5
NFIL3	0.31636363636363635	11	0.05670599566578378	0.05670599566578378	0.0	0.1934101259040986	0.1934101259040986	0.0	1
NFKB1	0.4763257575757576	8	0.21538050019543373	0.1996688458493195	0.0367359975281287	0.4302253022384618	0.4179421693499571	0.07228242197473159	4
NFKB2	0.6343636363636364	11	0.1203655898425008	0.1203655898425008	0.03174557256987544	0.2943384618709991	0.2943384618709991	0.03829970304514878	2
NFYA	0.4755714285714284	14	0.4941157076031672	0.466421759865913	0.12140420680250033	0.6607459081244403	0.6528861364826946	0.10871379404139556	6
NFYB	0.5219725568317364	13	0.3471319976220644	0.2839080459770115	0.13177099095125264	0.5408754163496335	0.4737324024264622	0.11022225016565934	5
NFYC	0.501173708920188	14	0.6748562467328802	0.6748562467328802	0.0	0.7936845301351146	0.7936845301351146	0.0	1
NKX21	0.5335999999999999	10	0.08661794388757367	0.0912751677852349	0.0616273873642554	0.2283729253298933	0.2505827505827506	0.1164566518872002	13
NKX22	0.52775	8	0.2803030303030303	0.2803030303030303	0.0	0.5796559461480928	0.5796559461480928	0.0	1
NKX25	0.5370741482965932	8	0.04842105263157895	0.04842105263157895	0.0	0.17857142857142858	0.17857142857142858	0.0	1
NKX31	0.39899999999999997	12	0.044881101003241934	0.04162659706003572	0.009176465107272469	0.15704922046251846	0.14693405322020825	0.028516314960866988	3
NR0B1	0.6927631578947367	10	0.6284837637432882	0.6284837637432882	0.0	0.6514148103552077	0.6514148103552077	0.0	1
NR1H2	0.4364035087719298	19	0.16714875224657305	0.1637238364494663	0.021834143917563883	0.2943052342415489	0.2919199443199725	0.016840169500876738	4
NR1H3	0.5237999999999999	10	0.12700140644663954	0.1505991449388812	0.058063765735466163	0.2329288002825885	0.2651599477326623	0.08327928844849339	5
NR2C2	0.6173333333333333	12	0.4532558510191364	0.5031168831168831	0.16632358850852869	0.6767295208579743	0.7218543046357616	0.15206251207105467	17
COT1	0.5934985516575475	13	0.17819270769417705	0.16408237722624933	0.037640030015893736	0.3337254931418269	0.3220224326801379	0.059508618444632386	5
COT2	0.5136451730352058	13	0.17914239543657395	0.15850902537403094	0.09166429582631846	0.3407874304846497	0.303435248023508	0.12464812468491973	13
NR2F6	0.4651416122004358	18	0.1022001314425989	0.09692770409161412	0.022851457506274608	0.2489578741683736	0.23459573707577044	0.0354127661241439	4
GCR	0.4505000000000001	12	0.07812549314176563	0.030692922317938017	0.12162809555175265	0.15253891842583034	0.1019057519057519	0.14844702161907594	124
MCR	0.4556489262371615	17	0.4500145401672119	0.4500145401672119	0.09228116197077224	0.6713554987212276	0.6713554987212276	0.11754972065761014	2
NR4A1	0.4224937768725956	9	0.25570876443591983	0.2096621367439055	0.18039805470758408	0.4064436929049512	0.35303283528078544	0.20048252223631646	6
NR5A2	0.5576363636363635	11	0.3036263664312402	0.2558500261039211	0.3184833197582596	0.39711579372147465	0.3986273980862913	0.3154816557707029	4
NRF1	0.6910588235294118	17	0.6535758349388392	0.6325187151109691	0.11375519840426833	0.7402398965285569	0.7167833185195396	0.08565862782949057	24
OSR2	0.5835095137420719	16	0.17422224382674395	0.17130357087839296	0.05005716568392782	0.29800011527321624	0.2861815619967794	0.05067168841292246	3
OTX2	0.4189090909090909	11	0.08005536123604454	0.06436647783999765	0.05852118232326872	0.24348559963653504	0.2292621852529916	0.08571956118250762	22
OVOL2	0.4644670050761421	8	0.7592592592592593	0.7592592592592593	0.0	0.8734439834024896	0.8734439834024896	0.0	1
PATZ1	0.6729390681003584	9	0.4267960940346389	0.4355362119094046	0.2550708052569733	0.5281556545557231	0.4995631888106944	0.1802143578243048	4
PAX3	0.2138516233914219	13	0.130771541330794	0.014940752189592994	0.20252247307463475	0.06284434733067919	0.06284434733067919	0.008333852399486313	2
PAX5	0.6289486091466289	21	0.201051464790538	0.1431686075647441	0.1218336563186872	0.3528302236350765	0.3202088707754979	0.103555871560629	12
PAX6	0.4586666666666666	12	0.1521317416887619	0.07798112798246999	0.1871909371444996	0.2960501863394424	0.26465352869260056	0.21306403122576253	4
PAX8	0.5208423795049935	14	0.0259550911050834	0.02714250485166244	0.0066990978115593755	0.15209222416669227	0.17662337662337665	0.07926807569335584	4
PBX1	0.5328	10	0.14747679849908796	0.08547948073701843	0.13469413826532342	0.2523754579217074	0.18964364192223174	0.22076299674537425	3
PBX2	0.3516877637130801	15	0.27441669348160536	0.29000517866390474	0.17380887096682462	0.4650040570657436	0.5032608695652174	0.20170846911928333	7
PBX3	0.4684444444444445	9	0.16178932504084534	0.12002429572343938	0.18173749987612334	0.2648160883324299	0.2395317053893399	0.2321822417482895	5
PDX1	0.34300494826810624	9	0.05257522942794567	0.02885637210823183	0.06428371833652173	0.17735002795666033	0.1409961685823755	0.1690723503218562	3
PRGR	0.4993333333333333	9	0.024395147778299042	0.024395147778299042	0.0	0.07938442785311595	0.07938442785311595	0.0	1
PHX2B	0.1325711333150847	11	0.0036960600375234532	0.0036960600375234532	0.0	0.07256155303030302	0.07256155303030302	0.0	1
PITX1	0.4342222222222221	9	0.07017543859649122	0.07017543859649122	0.0	0.14545454545454545	0.14545454545454545	0.0	1
PITX3	0.3864501860151741	18	0.1839182875149408	0.1839182875149408	0.0	0.3649521076838685	0.3649521076838685	0.0	1
PKNX1	0.5554924242424242	11	0.14821085703326675	0.14821085703326675	0.007991835437647924	0.2790164878872408	0.2790164878872408	0.004278011931797645	2
PO2F1	0.3512126865671641	16	0.33131356184267696	0.349738219895288	0.17710895675173266	0.5323935056579109	0.6071428571428571	0.131578199268105	5
PO2F2	0.3481818181818181	11	0.2217984930582952	0.195846620464537	0.06259670672569917	0.4561309976362433	0.4503586987458492	0.13563679213289045	4
PO3F2	0.3830645161290323	17	0.3880478629063637	0.3880478629063637	0.0007935413556074503	0.6524052137922	0.6524052137922	0.02049452066909539	2
PO5F1	0.3830578512396694	10	0.14698466801185964	0.09976237699592336	0.13696702362315666	0.27767369899105404	0.2448834280750481	0.14721716045226688	26
PPARD	0.5110913930789707	14	0.3570436641292316	0.3570436641292316	0.04392936536978823	0.6006349053873634	0.6006349053873634	0.022016534160078226	2
PPARG	0.4868888888888889	9	0.119982307422607	0.09391410994463534	0.1008019315522536	0.2781539386398826	0.2687673040796117	0.16089948446800165	30
PRDM1	0.4094285714285714	14	0.1301072158651546	0.11102008007296224	0.08340019980546799	0.3007903387184702	0.2659359300580675	0.11071873960344647	9
PRD14	0.4855714285714287	14	0.3098224484037021	0.3098224484037021	0.0217783527420054	0.4804048313636696	0.4804048313636696	0.04801929793152423	2
PRDM6	0.3249230769230769	13	0.005748778384593274	0.005748778384593274	0.0	0.08039707646994655	0.08039707646994655	0.0	1
PROX1	0.6174948634046116	17	0.17828647819022475	0.16998091271906993	0.05081463087319898	0.2918989628407813	0.3083603798533477	0.06629072506999853	3
RARA	0.6132000000000001	10	0.18798985801622686	0.1320910973084886	0.17902244299959344	0.3095080206681596	0.25255474452554744	0.1883114901381477	13
RARG	0.6116412213740459	8	0.2717262621756303	0.2910692579700536	0.14414161802061598	0.3854668764231884	0.4503980671547295	0.17022328577383208	6
SUH	0.5881818181818181	11	0.2806805957469797	0.27475847980593265	0.20044360321552265	0.4395762775830692	0.44251598590630303	0.2188261250204876	15
REL	0.501123595505618	15	0.4890491193490541	0.4890491193490541	0.09990028545181646	0.6503413210649347	0.6503413210649347	0.09654630138231812	2
TF65	0.5244285714285712	14	0.25446745890941763	0.2	0.1976693071467809	0.390536835366986	0.3565794022439423	0.21709950377248527	139
RELB	0.5620411160058736	12	0.13471704014778638	0.12832528283726669	0.042053421348568085	0.3569099763953218	0.3649884892447126	0.026012681101261783	4
REST	0.5978181818181818	22	0.2082031186847388	0.14628657164291073	0.11769233769294887	0.4805821172426972	0.4584691246067957	0.09945867408101944	79
RFX1	0.5729090909090909	11	0.2509053936224105	0.17892679459843638	0.18197058382358125	0.4270843954496733	0.3675088490174539	0.1603387948209319	9
RFX2	0.5886666666666666	12	0.44882309021746414	0.5403836446239273	0.1959249881566835	0.6216157043743251	0.6761904761904762	0.1947451446595883	3
RFX5	0.5389221556886226	11	0.2869766044673984	0.27075188653513954	0.13672056160929205	0.466554087692915	0.4712356178089045	0.19301259026596546	9
RORA	0.5386153846153846	13	0.4603658536585366	0.4603658536585366	0.0	0.74	0.74	0.0	1
RUNX1	0.4714545454545455	11	0.2415636788155567	0.2119991209435206	0.15814946404563496	0.3654999003839521	0.33318495437346984	0.17140827018521562	71
RUNX2	0.48700000000000004	14	0.1817236377351591	0.19896347159619746	0.11474943047847673	0.30847589874206466	0.3316083148089406	0.13255664578979234	4
RUNX3	0.4715999999999999	10	0.12543836981800732	0.12543836981800732	0.0	0.25143805965723776	0.25143805965723776	0.0	1
RXRA	0.5325999999999999	10	0.1879674641450076	0.1639037680088659	0.1107865388518366	0.310033845879843	0.27592873912443033	0.12840609236369058	15
RXRG	0.4668147218787414	13	0.2125820231408873	0.19103889709502708	0.11786677739676682	0.3324932753659741	0.3390688259109312	0.1123838466830978	9
SALL4	0.7207999999999999	10	0.09181089872259313	0.017480409885473176	0.13707859098730396	0.18000413209430827	0.0901015228426396	0.15904168904106844	3
SCRT1	0.5023635582294801	13	0.10587541937859488	0.13138968798406728	0.06583647745127573	0.2933295732918655	0.30924838690926	0.06927994822522822	3
SCRT2	0.5167968332085162	13	0.12626743189055664	0.12626743189055664	0.006636921831805587	0.28415182124848	0.28415182124848	0.009722141708740615	2
SIX1	0.39442857142857146	14	0.1872188133103431	0.18733958402478149	0.12506022232639288	0.40058252248896203	0.4005853042457251	0.14957698856860166	4
SIX2	0.3933846153846153	13	0.056993485262457164	0.053940532407542124	0.02599373504239557	0.2043287834817616	0.20079078310533727	0.060323848668333326	6
SMAD1	0.5930626057529612	12	0.1018922811770115	0.05570409982174688	0.1573649325104663	0.18686783346315256	0.1329860159034823	0.1503761318276206	19
SMAD2	0.5536666666666668	12	0.17346367698518855	0.1338219485073502	0.1825443587208017	0.2868554313907249	0.23648157638870976	0.2293467043177221	8
SMAD3	0.5688333333333333	12	0.17827792840563006	0.16149547132638775	0.15861070832197582	0.2735185296390191	0.25012839947508936	0.2068628639880644	16
SMAD4	0.5565701903730074	13	0.371039528106461	0.36345274163844826	0.2804358408717046	0.4658204682176634	0.4775850785340314	0.2849654821478749	13
SMCA5	0.4666666666666667	15	0.12654880689380266	0.12381698716016636	0.005339795122789325	0.30368822225553826	0.31085043988269795	0.015018546061410763	3
SNAI1	0.6785714285714285	8	0.08720238095238096	0.08720238095238096	0.08291668803199398	0.1794317884262896	0.1794317884262896	0.10600121294299517	2
SNAI2	0.625	10	0.15380606791672607	0.14645347085985255	0.08419324575952722	0.3529609143202683	0.3624667110501109	0.0967547645157547	12
SOX10	0.4555384615384615	13	0.016820057124722308	0.016820057124722308	0.0	0.07849056603773585	0.07849056603773585	0.0	1
SOX11	0.3306818181818182	16	0.02041261922412357	0.02041261922412357	0.012070919971833656	0.1954048414935221	0.1954048414935221	0.0777730946055008	2
SOX13	0.2767857142857143	8	0.2023813827955853	0.2023813827955853	0.08791421707180896	0.3806029531103551	0.3806029531103551	0.09885740426296767	2
SOX15	0.3316326530612246	7	0.07142857142857142	0.07142857142857142	0.0	0.16666666666666666	0.16666666666666666	0.0	1
SOX17	0.43463636363636377	11	0.20246932000447607	0.20246932000447607	0.21279934016983348	0.3214285714285714	0.3214285714285714	0.2525381361380527	2
SOX2	0.4304615384615384	13	0.0728969248349601	0.038341380289690426	0.11292885229941148	0.16832116955437365	0.11351351351351352	0.1641552640834187	27
SOX4	0.44716666666666666	12	0.16266768118084074	0.15665352640754318	0.022560965715355208	0.3976327608861921	0.3925354941034141	0.02798551544070401	4
SOX9	0.4262222222222222	9	0.3721195191009276	0.3661193893963765	0.2264188878068724	0.5123530874876902	0.4987920052712497	0.2236675244114341	3
SP1	0.8454034391534393	14	0.4563630142684128	0.38125554905909614	0.2642551369407032	0.5930664051871359	0.6136363636363636	0.20262515237836407	23
SP2	0.7914993306559571	12	0.6176380719314818	0.5801158909113813	0.1038816383401525	0.7415574315013763	0.7629375951293759	0.12222230261820333	7
SP3	0.7584789156626506	20	0.3846057091017624	0.5457883187035787	0.3041536840046156	0.4252659821348857	0.5869866402770906	0.3129749576484589	3
SP4	0.7269405241935483	16	0.45193867038554	0.4812020512690982	0.2264600467484634	0.5918863977526091	0.6039704151872503	0.16452566860433768	4
SPDEF	0.4940827951093372	14	0.2746221917493117	0.2537339620572431	0.0755861767283196	0.4435097255243824	0.4111156548027632	0.14007735443264194	4
SPI1	0.456235294117647	17	0.15587358741179028	0.07787547493922234	0.1914926158702586	0.2863453961826854	0.2266702350936008	0.18698055593083704	75
SPIB	0.4452941176470589	17	0.11690080432074228	0.06627979421398494	0.13163832360322522	0.29639856078822197	0.22515262576688386	0.1796900594537688	6
SRBP1	0.5770909090909091	11	0.3300913186657673	0.3288102107655672	0.19718508187513573	0.48894806057046997	0.5243011234670504	0.23318193490158245	6
SRBP2	0.6329899368345067	13	0.4378802501392714	0.4378802501392714	0.05161337447937777	0.6266148601308976	0.6266148601308976	0.05188297376441396	2
SRF	0.4198473282442748	18	0.30212608709431155	0.2881969387709363	0.12771469468331842	0.4308044654944075	0.4192754983224301	0.1367263506533637	16
STAT1	0.4817894736842106	19	0.24240302094950925	0.2059679767103348	0.1808483837394023	0.3800192509833267	0.3498000773893977	0.1830244313705877	27
STAT2	0.3604210526315789	19	0.3729463166966373	0.366050024466322	0.1762890689783732	0.535027771452758	0.5293117211178262	0.16656640495121547	4
STAT3	0.4583333333333333	12	0.22253456762428825	0.18903184224725986	0.14625355326447895	0.3654696665444288	0.3353983550425359	0.16690025302905742	36
STAT4	0.4196363636363637	11	0.12691299338756928	0.03653869610294566	0.1770608905145588	0.2544876890529729	0.2544876890529729	0.10064756599500206	2
STA5A	0.389	10	0.2823534538560409	0.2826604533344421	0.08714987547933943	0.5259908882643145	0.5380589687899795	0.17229419048888542	6
STA5B	0.3633333333333332	12	0.2867043132414733	0.23832353460674724	0.17280019879667935	0.5199750675191346	0.4931740614334471	0.1333358902534114	11
STAT6	0.4285454545454545	11	0.1806880371226484	0.08401023700901303	0.20088753307268067	0.29545969268480937	0.19044635110382724	0.2517526732607318	6
TAF1	0.6260000000000002	16	0.5043228227513951	0.5059284890426758	0.09625166970491666	0.6287599482741546	0.6322537112010796	0.0791841955208047	13
TAL1	0.5246666666666667	15	0.13965952964490333	0.0680775974692338	0.1844356015259172	0.2602229742410552	0.20759981757385249	0.21389960049225248	48
TBP	0.2953020134228188	10	0.4185144378503045	0.3808925580282364	0.2291447189468445	0.5417118935763152	0.5136123527021536	0.1522164255537122	7
TBX21	0.5425101214574898	13	0.12746553918995773	0.11071824736550194	0.053018381595212924	0.27444034931410777	0.23752997965937034	0.07694858504398794	3
TBX3	0.5590909090909091	11	0.11194029850746268	0.11194029850746268	0.0	0.2537313432835821	0.2537313432835821	0.0	1
TBX5	0.5084382151029749	8	0.1318649902991912	0.0656896100497252	0.12159322288747712	0.3143408035833851	0.22036018009004504	0.18382558447514485	7
HTF4	0.6234	10	0.2275670008085725	0.2263968882291809	0.11934684823882775	0.357009096366618	0.3895541120248823	0.12200224865181712	14
ITF2	0.6406438631790744	10	0.07836577235683774	0.050504093607541885	0.09662221248831848	0.16362449308131133	0.12229841432202115	0.11481655189655125	18
TCF7	0.426875	16	0.11322822062711405	0.055031446540880505	0.1383788478361661	0.20624897937308467	0.128060263653484	0.1798757906406441	9
TF7L1	0.39430769230769225	13	0.19469742985893496	0.15760620287148835	0.13610547222218847	0.3057844987376743	0.2820208986253763	0.16470304506564915	14
TF7L2	0.4418461538461539	13	0.2216521777222385	0.2102421034640426	0.16585153673813186	0.3430380327467801	0.3432707558069045	0.18807471031324927	18
TEAD1	0.4718333333333333	12	0.03163037306262472	0.032768468624361835	0.02213732056182525	0.08905711565126419	0.08748060524132052	0.04548797264333775	6
TEAD2	0.4913419913419914	12	0.25121246736104424	0.13296349319971368	0.2297553085008922	0.4223218842538506	0.2845503922751961	0.2703573172697423	3
TEAD4	0.4449230769230769	13	0.11180268580794492	0.1093097757499272	0.06833598697288755	0.2199065263216365	0.2014258788822421	0.09715028495096427	17
AP2A	0.6207306728096799	15	0.1938831672264816	0.2201610225763612	0.09169461426703512	0.3244723519324008	0.35687674635206457	0.13006127294821926	13
AP2C	0.6833308027975293	14	0.2047173505231636	0.21102692871228235	0.1001955190355117	0.3351345187273247	0.3568997068205288	0.10303573987146916	10
TFAP4	0.5848	10	0.208771146455481	0.19952767655824694	0.0556942864348595	0.4045992817866738	0.4062461055124842	0.0361356893831048	4
TFCP2	0.6121748554913296	16	0.053435114503816786	0.053435114503816786	0.0	0.1206896551724138	0.1206896551724138	0.0	1
TFDP1	0.6498571428571428	14	0.51536630871492	0.477681315304241	0.14463803945485149	0.6692013782567339	0.6482164053226713	0.0906023592680553	5
TGIF2	0.4681135913081537	11	0.3438323202051461	0.3438323202051461	0.0261516720538342	0.5238749792697378	0.5238749792697378	0.028785473427153468	2
THAP1	0.7141768053257571	22	0.5947151121353547	0.5947151121353547	0.04384514701724356	0.7736095055898211	0.7736095055898211	0.06592386716060145	2
THA11	0.5220057720057719	22	0.5266038305491999	0.5432972522897586	0.06183501026654109	0.7232502883791573	0.7093443469282396	0.0694598129990989	3
TLX1	0.5190304571050736	17	0.09273389404318044	0.09273389404318044	0.0	0.2543536914397841	0.2543536914397841	0.0	1
P53	0.6024615384615383	13	0.1321275114164164	0.060313939439703985	0.16686433003687956	0.22878629662629896	0.14952801927666376	0.2037635316888085	62
P63	0.5847272727272727	11	0.0756994035468413	0.03456820802780525	0.12013580664427527	0.16270613507561554	0.11504129004779708	0.15401461786912152	32
P73	0.57	12	0.05582378578417513	0.02572596821525397	0.08339913912421539	0.14881709780561372	0.10802596287777044	0.14547281959250466	6
USF1	0.6211805555555557	12	0.2608181227903063	0.2457280671057463	0.08790525783505138	0.4297576775678595	0.4079408307591805	0.08609494340289849	12
USF2	0.6517859653874212	19	0.3347763741428185	0.27936138977244923	0.1722305799726299	0.5034910796576956	0.4668248384193733	0.13887601726061793	13
VDR	0.5497777777777776	9	0.16521935433318266	0.15061988758846748	0.08346878858009044	0.2947517779257349	0.2868818273688263	0.10820069176054713	30
VEZF1	0.6267893660531697	12	0.4717142942503151	0.4529505582137161	0.05233316981799252	0.6659154196566335	0.6775	0.033825629287636966	3
WT1	0.640316205533597	11	0.2952987616319667	0.2952987616319667	0.04869023651109966	0.4238359196563879	0.4238359196563879	0.030440353334929268	2
XBP1	0.6598181818181819	11	0.2877487624109565	0.2917225950782998	0.15902986943312009	0.5284564987776721	0.6017592744358848	0.10884698263980684	5
TYY1	0.5710080941869021	12	0.4868676234701127	0.5055120626298131	0.20685565553505528	0.6517468217958876	0.7001205545509342	0.19370306650504365	45
ZBED1	0.44858988911202297	13	0.22135187916236693	0.22135187916236693	0.0003738934763186267	0.3881430218312837	0.3881430218312837	0.015167302849254926	2
ZBT14	0.8054978054978056	9	0.9449460471261836	0.9449460471261836	0.0	0.8520063402018854	0.8520063402018854	0.0	1
ZBT17	0.6267368421052631	19	0.2815832370700705	0.2283718675173416	0.1624015538305978	0.4657325206037298	0.4278227178861801	0.1532803129777473	10
ZBT18	0.5587272727272726	11	0.3464203233256351	0.3464203233256351	0.0	0.5171597633136095	0.5171597633136095	0.0	1
KAISO	0.6121818181818183	11	0.3604464339855655	0.4251944943147816	0.18587483651066727	0.5122624605406007	0.5719424460431655	0.2236500685978353	21
ZBTB6	0.6239878542510122	13	0.2700331481068363	0.2914161443008827	0.05794655755104201	0.4638615929439545	0.4822323462414578	0.05367034057680183	3
ZBT7A	0.7582222222222222	9	0.4491498038667551	0.4121235650242247	0.10862957570060698	0.5810985558374673	0.5792764341252261	0.09450876254763768	18
ZBT7B	0.6347400644605637	21	0.5113047085666874	0.5113047085666874	0.0	0.6761584260937096	0.6761584260937096	0.0	1
ZEB1	0.5688000000000001	10	0.3042748395350407	0.3033260626986977	0.13008850108011072	0.4453814218427328	0.4505863362726238	0.13794760451306107	8
ZFHX3	0.08888888888888884	11	0.4075829383886256	0.4075829383886256	0.0	0.6835443037974683	0.6835443037974683	0.0	1
ZFP28	0.3455635491606713	20	0.005154338366577454	0.005154338366577454	0.001007043978573398	0.07559523809523809	0.07559523809523809	0.01094331923264895	2
ZFP42	0.5111666666666665	12	0.4450649682706623	0.4403418416737309	0.2345724322463765	0.6653897618284578	0.6922993128875481	0.2266446061677284	4
ZFX	0.7498981670061099	10	0.4878341355580614	0.6116391886084696	0.3366326639121929	0.5644355782848182	0.6896677467090169	0.2918808166813576	14
ZIC2	0.6141463414634145	15	0.5095757742803244	0.654238022978539	0.3729824289057887	0.6567480718827883	0.7460726242595931	0.28188852077296045	3
ZIM3	0.41367750586657737	19	0.009809801780432321	0.009809801780432321	0.0004973215990239609	0.12017281578848088	0.12017281578848088	0.0030435105312429066	2
ZKSC1	0.5298947368421052	19	0.21006324141169416	0.2446461619811404	0.09658798174022487	0.3947517969243948	0.4353848575476153	0.11119716629622076	5
ZN121	0.5825102880658438	20	0.13098388340257278	0.1313165401996112	0.09922383161764793	0.3338941226620831	0.3353140507097964	0.1036719770895645	4
ZN134	0.5195294117647058	17	0.10350624399615754	0.10350624399615754	0.0	0.3182397959183674	0.3182397959183674	0.0	1
ZN136	0.40342465753424656	24	0.00170261066969353	0.00170261066969353	0.0	0.08505154639175258	0.08505154639175258	0.0	1
ZN140	0.4775000000000002	24	0.08510743988054609	0.08510743988054609	0.0029591226455786064	0.2925265806450348	0.2925265806450348	0.016145318593478036	2
ZN143	0.5233636363636364	22	0.4050002700616009	0.3770560944749051	0.1969954119357608	0.5861143068129312	0.6087790326017473	0.17062833126729407	21
OZF	0.34691426459719144	24	0.08073857324126636	0.1092365720300576	0.052623994720589116	0.34328920858063394	0.3979339287635855	0.10309356744857236	3
ZNF18	0.5245	12	0.3005081418563404	0.23146207443494024	0.1577484913303278	0.4581091996607725	0.3925392918007953	0.14436679060411628	5
ZN250	0.3758333333333334	20	0.5100117785630153	0.5100117785630153	0.0	0.7863924050632911	0.7863924050632911	0.0	1
ZN257	0.5543981481481483	12	0.2199007804279133	0.21461663192031505	0.022606029127257274	0.4440469672489987	0.4473684210526316	0.0535746269663114	3
ZN260	0.3470654627539505	24	0.08539167254763587	0.08539167254763587	0.0	0.4558979808714134	0.4558979808714134	0.0	1
ZN263	0.6898503103322381	11	0.3199771012058964	0.3614594666741061	0.1572226807137399	0.5303883884664264	0.5798379454476157	0.1414018392099515	6
ZN264	0.447	24	0.3519622454048684	0.3519622454048684	0.0	0.5463917525773195	0.5463917525773195	0.0	1
ZN274	0.4433000000000001	20	0.03077533676561638	0.01259565308598061	0.04517517618210663	0.0963075592432794	0.06462672129281892	0.09188819839648532	4
ZN281	0.7522821576763487	15	0.3252069269024485	0.3252069269024485	0.1754438012981854	0.4788621910192392	0.4788621910192392	0.17615098394140466	2
ZN282	0.4533730158730159	14	0.568532001425647	0.568532001425647	0.01087002620444533	0.6786992918114035	0.6786992918114035	0.003475060150387473	2
ZN317	0.4258241758241757	20	0.015430026472694546	0.01442057291666667	0.004518752342004146	0.13699328097860652	0.11970450776420925	0.0438455781145607	3
ZN320	0.6880694143167028	20	0.1218308507074037	0.11239804241435562	0.019481323751195958	0.34947396012157306	0.3376413570274637	0.028031404233639368	3
ZN322	0.6047311827956989	20	0.1880787037037037	0.1880787037037037	0.0	0.4538653366583541	0.4538653366583541	0.0	1
Z324A	0.5396086956521738	23	0.3552408033762196	0.4040363871352588	0.09545637937227283	0.5021780372687149	0.5112605261440042	0.026357613925790512	3
ZN329	0.5570637119113576	20	0.14538310412573674	0.14538310412573674	0.0	0.4342105263157895	0.4342105263157895	0.0	1
ZN331	0.6708515283842795	20	0.0262560462869651	0.02996404314822213	0.006694459523503875	0.13640122715752967	0.1346938775510204	0.032526622157480936	3
ZN335	0.6039488966318236	7	0.4000532406378922	0.3830644243679312	0.0848512062861277	0.5341597872448361	0.4458465991316932	0.19657097127216414	3
ZN341	0.5991111111111109	9	0.3863049356517492	0.3824620697255795	0.028808611521923582	0.51717487442973	0.5154796546295854	0.0283440215438051	3
ZN350	0.3995555555555556	18	0.2071552088296356	0.2071552088296356	0.048898003803641066	0.5026807308471135	0.5026807308471135	0.041279419621992025	2
ZN382	0.4788893115252948	22	0.10459774077574303	0.05013155684935342	0.08634559588110369	0.2641377089224621	0.2654216185625354	0.08495860522534243	9
ZN384	0.4027380952380951	12	0.07096788174173921	0.0922831870403633	0.05970307024302711	0.20968240662921586	0.2565118497321887	0.1115875513613286	3
ZN394	0.4013485781295808	9	0.26397758734746035	0.26397758734746035	0.001356172917382356	0.3862852811012065	0.3862852811012065	0.0253869663785132	2
ZNF41	0.4816666666666665	12	0.028074866310160432	0.028074866310160432	0.0	0.19533527696793	0.19533527696793	0.0	1
ZN410	0.3518274716318726	13	0.26068908260689083	0.26068908260689083	0.10273448460576654	0.4735487235590167	0.4735487235590167	0.07786269462967678	2
ZN423	0.6939393939393939	15	0.4641564732953857	0.4641564732953857	0.02732513403669654	0.5377243694371305	0.5377243694371305	0.004413879141994941	2
