tf	group	class	tissue_advanced	shared_class	specific_group	tissue_specific	ubiquitous	shared	hoco_tf	gene	gc_percentage	length	type	induced
ERG_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ERG	ERG	0.5626153846153846	13	Ubiquitously Shared TF	0
NRF1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	NRF1	NRF1	0.6910588235294118	17	Ubiquitously Shared TF	0
SP4_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	SP4	SP4	0.6723446893787577	20	Ubiquitously Shared TF	0
ZN467_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ZN467	ZNF467	0.6793587174348696	22	Ubiquitously Shared TF	0
PATZ1_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	PATZ1	PATZ1	0.6952416219218666	22	Ubiquitously Shared TF	0
KLF6_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	KLF6	KLF6	0.6939728353140917	19	Ubiquitously Shared TF	0
ETV2_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ETV2	ETV2	0.527292576419214	16	Ubiquitously Shared TF	0
ATF1_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ATF1	ATF1	0.5141818181818182	11	Ubiquitously Shared TF	0
E2F7_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	E2F7	E2F7	0.6553846153846155	13	Ubiquitously Shared TF	0
E2F5_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	E2F5	E2F5	0.6264462809917355	10	Ubiquitously Shared TF	0
ZFP42_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ZFP42	ZFP42	0.5111666666666665	12	Ubiquitously Shared TF	0
FLI1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	FLI1	FLI1	0.5676279901632014	18	Ubiquitously Shared TF	0
RFX3_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	RFX3	RFX3	0.4850703931012054	14	Ubiquitously Shared TF	0
KLF1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	KLF1	KLF1	0.7741747005550685	14	Ubiquitously Shared TF	0
EGR2_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	EGR2	EGR2	0.6665555555555556	18	Ubiquitously Shared TF	0
NFYA_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	NFYA	NFYA	0.4755714285714284	14	Ubiquitously Shared TF	0
NFE2_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	NFE2	NFE2	0.5232307692307692	13	Ubiquitously Shared TF	0
ATF2_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ATF2	ATF2	0.4667272727272727	11	Ubiquitously Shared TF	0
EGR1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	EGR1	EGR1	0.6750588235294117	17	Ubiquitously Shared TF	0
CTCFL_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	CTCFL	CTCFL	0.7473202614379089	17	Ubiquitously Shared TF	0
KLF4_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	KLF4	KLF4	0.7589999999999999	10	Ubiquitously Shared TF	0
TFE3_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	TFE3	TFE3	0.5451820128479657	10	Ubiquitously Shared TF	0
KLF15_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	KLF15	KLF15	0.7238764970882322	19	Ubiquitously Shared TF	0
ETS1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ETS1	ETS1	0.5752307692307692	13	Ubiquitously Shared TF	0
ZN341_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ZN341	ZNF341	0.6295317908544361	22	Ubiquitously Shared TF	0
MITF_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	MITF	MITF	0.5646	10	Ubiquitously Shared TF	0
BMAL1_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	BMAL1	ARNTL	0.5995565410199556	11	Ubiquitously Shared TF	0
ELF5_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ELF5	ELF5	0.5329333333333334	15	Ubiquitously Shared TF	0
WT1_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	WT1	WT1	0.7276999999999998	20	Ubiquitously Shared TF	0
ELF2_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ELF2	ELF2	0.5849230769230769	13	Ubiquitously Shared TF	0
USF2_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	USF2	USF2	0.6517859653874212	19	Ubiquitously Shared TF	0
ELK4_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	ELK4	ELK4	0.629	12	Ubiquitously Shared TF	0
IRF3_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	IRF3	IRF3	0.4212000000000001	20	Ubiquitously Shared TF	0
SP2_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	SP2	SP2	0.7937748120168564	22	Ubiquitously Shared TF	0
SP3_HUMAN.H11MO.0.B	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	SP3	SP3	0.7584789156626506	20	Ubiquitously Shared TF	0
THAP1_HUMAN.H11MO.0.C	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	THAP1	THAP1	0.7141768053257571	22	Ubiquitously Shared TF	0
NFYB_HUMAN.H11MO.0.A	ubiquitous ubiquitous	all	['uterus', 'skin_lymph', 'liver', 'blood_hematopoieticprogenitor', 'lung', 'prostate', 'skin_foreskin', 'embryo', 'muscle', 'blood_myeloid', 'lung_carcinoma', 'blood_k562', 'breast', 'blood_marrow', 'heart', 'ovary', 'stem_cell', 'kidney', 'lung_fetal', 'skin', 'brain', 'eye', 'lung_muscle', 'umbilical_cord', 'intestine', 'blood_lymphoid', 'bone']	ubiquitous	ubiquitous	0	1	1	NFYB	NFYB	0.5219725568317364	13	Ubiquitously Shared TF	0
ATF4_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	ATF4	ATF4	0.3988333333333332	12	Tissue Specific TF	1
BACH1_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	BACH1	BACH1	0.6001600739397099	13	Tissue Specific TF	0
CEBPA_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	CEBPA	CEBPA	0.4263333333333333	12	Tissue Specific TF	0
ERR3_HUMAN.H11MO.0.B	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	ERR3	ESRRG	0.4444444444444444	9	Tissue Specific TF	0
GATA1_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	GATA1	GATA1	0.4538947368421052	19	Tissue Specific TF	1
GATA2_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	GATA2	GATA2	0.4435789473684211	19	Tissue Specific TF	0
GATA4_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	GATA4	GATA4	0.3605999999999999	10	Tissue Specific TF	0
GATA6_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	GATA6	GATA6	0.342	13	Tissue Specific TF	0
IRF2_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	IRF2	IRF2	0.3690763052208835	20	Tissue Specific TF	1
MAFB_HUMAN.H11MO.0.B	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	MAFB	MAFB	0.4877955025946569	11	Tissue Specific TF	0
MAFG_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	MAFG	MAFG	0.4617571059431525	18	Tissue Specific TF	0
MAFK_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	MAFK	MAFK	0.4358081979891726	18	Tissue Specific TF	1
MYCN_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	MYCN	MYCN	0.6691716766867066	12	Tissue Specific TF	0
PBX1_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	PBX1	PBX1	0.5328	10	Tissue Specific TF	0
PRDM6_HUMAN.H11MO.0.C	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	PRDM6	PRDM6	0.3249230769230769	13	Tissue Specific TF	0
RARA_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	RARA	RARA	0.5444889779559119	20	Tissue Specific TF	0
STA5A_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	STA5A	STAT5A	0.389	10	Tissue Specific TF	1
STA5B_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	STA5B	STAT5B	0.3633333333333332	12	Tissue Specific TF	0
STAT4_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	STAT4	STAT4	0.4196363636363637	11	Tissue Specific TF	1
TAL1_HUMAN.H11MO.0.A	specific blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	specific	blood	1	0	0	TAL1	TAL1	0.501157894736842	19	Tissue Specific TF	0
BACH2_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	BACH2	BACH2	0.4974545454545454	11	Shared TF	0
BC11A_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	BC11A	BCL11A	0.4410348759029428	17	Shared TF	0
CEBPD_HUMAN.H11MO.0.C	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	CEBPD	CEBPD	0.4755454545454546	11	Shared TF	0
CEBPG_HUMAN.H11MO.0.B	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	CEBPG	CEBPG	0.3968333333333332	12	Shared TF	1
E2F2_HUMAN.H11MO.0.B	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	E2F2	E2F2	0.7060606060606062	10	Shared TF	1
E2F3_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	E2F3	E2F3	0.6070909090909091	11	Shared TF	0
ELF3_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	ELF3	ELF3	0.4558571428571428	14	Shared TF	0
ETV4_HUMAN.H11MO.0.B	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	ETV4	ETV4	0.5145454545454545	11	Shared TF	0
FOSB_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	FOSB	FOSB	0.4348888888888888	9	Shared TF	0
FOSL1_HUMAN.H11MO.0.A	general blood	tissue	['blood_k562', 'blood_lymphoid', 'blood_myeloid']	general	blood	0	0	1	FOSL1	FOSL1	0.4708333333333332	12	Shared TF	0
